RSTA-RXN RSTB-RXN
GDPREDUCT-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
ADPREDUCT-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
NUCLEOSIDE-DIP-KIN-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
1.8.4.12-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
CDPREDUCT-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
UDPREDUCT-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-6385 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
1.8.4.8-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-6277 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN-8668 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
1.8.4.14-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
GLYCDEH-RXN GLYCEROL-2-PHOSPHATASE-RXN
TRANS-RXN-131 GLYCEROL-2-PHOSPHATASE-RXN
GLYCEROL-KIN-RXN GLYCEROL-2-PHOSPHATASE-RXN
RXN0-6467 GLYCEROL-2-PHOSPHATASE-RXN
TRANS-RXN0-477 GLYCEROL-2-PHOSPHATASE-RXN
CARDIOLIPSYN-RXN GLYCEROL-2-PHOSPHATASE-RXN
RXN0-5111 RXN0-921
TRANS-RXN-105 RXN0-921
GLYCOLATEDEHYDRO-RXN RXN0-921
PRAISOM-RXN PRTRANS-RXN
TAGAKIN-RXN GALACTITOLPDEHYD-RXN
3-OXOACYL-ACP-REDUCT-RXN 3-OXOACYL-ACP-SYNTH-RXN
2.7.10.1-RXN 2.7.10.2-RXN
PROTEIN-TYROSINE-PHOSPHATASE-RXN 2.7.10.2-RXN
RXN0-284 RXN-7682
XANPRIBOSYLTRAN-RXN RXN-7682
RXN0-901 RXN-7682
HYPOXANPRIBOSYLTRAN-RXN RXN-7682
INOPHOSPHOR-RXN RXN-7682
INOSINE-NUCLEOSIDASE-RXN RXN-7682
DEOXYINOPHOSPHOR-RXN RXN-7682
RXN-5076 RXN-7682
XANTHOSINEPHOSPHORY-RXN RXN-7682
URUR-RXN ALLANTOATE-DEIMINASE-RXN
TRANS-RXN0-454 RXN-10017
TRANS-RXN0-453 RXN-10017
CHER-RXN CHEBDEAMID-RXN
RXN0-5205 RXN0-12
RXN0-5354 RXN0-12
RXN0-6471 RXN0-12
TRANS-RXN0-200 RXN0-12
ABC-63-RXN RXN0-12
RXN0-5347 RXN0-12
PRODISULFREDUCT-A-RXN RXN0-11
RXN0-6549 RXN0-11
RXN0-6256 RXN0-11
GST-RXN RXN0-11
RXN0-21 RXN0-11
GLUTATHIONE-PEROXIDASE-RXN RXN0-11
GLYOXI-RXN RXN0-11
RXN-12864 RXN0-11
GSPSYN-RXN RXN0-11
RXN-2961 RXN0-11
RXN-10017 RXN-10015
TRANS-RXN0-244 RXN0-10
RXN-10018 RXN-10016
RXN0-6435 CARBPSYN-RXN
ASPCARBTRANS-RXN CARBPSYN-RXN
ORNCARBAMTRANSFER-RXN CARBPSYN-RXN
RXN0-6519 RXN0-3141
NRIDEPHOS-RXN RXN0-6533
RXN0-6532 RXN0-6533
TYRAMINOTRANS-RXN PREPHENATEDEHYDROG-RXN
INOSINEKIN-RXN RXN0-18
INOPHOSPHOR-RXN RXN0-18
TRANS-RXN-108G RXN0-18
INOSINE-NUCLEOSIDASE-RXN RXN0-18
ARGSUCCINSYN-RXN ASPARAGHYD-RXN
3.4.13.21-RXN ASPARAGHYD-RXN
ASPDECARBOX-RXN ASPARAGHYD-RXN
ASPAMINOTRANS-RXN ASPARAGHYD-RXN
ASPARTATEKIN-RXN ASPARAGHYD-RXN
L-ASPARTATE-OXID-RXN ASPARAGHYD-RXN
ASPCARBTRANS-RXN ASPARAGHYD-RXN
TRANS-RXN0-222 ASPARAGHYD-RXN
PYROXALTRANSAM-RXN ASPARAGHYD-RXN
ASNSYNA-RXN ASPARAGHYD-RXN
TRANS-RXN-106A ASPARAGHYD-RXN
SAICARSYN-RXN ASPARAGHYD-RXN
ASPARTATE--TRNA-LIGASE-RXN ASPARAGHYD-RXN
ASPARTASE-RXN ASPARAGHYD-RXN
TRANS-RXN-122A ASPARAGHYD-RXN
ADENYLOSUCCINATE-SYNTHASE-RXN ASPARAGHYD-RXN
ASNSYNB-RXN ASPARAGHYD-RXN
RXN-9772 ASPARAGHYD-RXN
RXN0-5465 RXN0-17
RXN0-4641 RXN0-17
RXN0-6436 RXN0-17
RXN0-5192 RXN0-6531
TRANS-RXN-241 RXN0-16
RXN0-5382 RXN0-16
TRANS-RXN0-487 RXN0-16
RXN0-6533 RXN0-6532
NRIPHOS-RXN RXN0-6532
R170-RXN RXN0-14
RXN0-3962 THREONINE-ALDOLASE-RXN
LTAA-RXN THREONINE-ALDOLASE-RXN
GLYCINE--TRNA-LIGASE-RXN THREONINE-ALDOLASE-RXN
AKBLIG-RXN THREONINE-ALDOLASE-RXN
GCVMULTI-RXN THREONINE-ALDOLASE-RXN
RXN0-5234 THREONINE-ALDOLASE-RXN
DEOXYRIBOSE-P-ALD-RXN THREONINE-ALDOLASE-RXN
RXN0-1641 THREONINE-ALDOLASE-RXN
GLYOHMETRANS-RXN THREONINE-ALDOLASE-RXN
PHENYLSERINE-ALDOLASE-RXN THREONINE-ALDOLASE-RXN
RXN0-6470 THREONINE-ALDOLASE-RXN
RXN0-6563 THREONINE-ALDOLASE-RXN
GLUTATHIONE-SYN-RXN THREONINE-ALDOLASE-RXN
GLYRIBONUCSYN-RXN THREONINE-ALDOLASE-RXN
MHPELY-RXN THREONINE-ALDOLASE-RXN
ALCOHOL-DEHYDROG-RXN THREONINE-ALDOLASE-RXN
TRANS-RXN-62B THREONINE-ALDOLASE-RXN
GCVP-RXN THREONINE-ALDOLASE-RXN
RXN0-2022 THREONINE-ALDOLASE-RXN
DTDPRHAMSYNTHMULTI-RXN RFFTRANS-RXN
DTDPGLUCDEHYDRAT-RXN RFFTRANS-RXN
DTDPDEHYDRHAMEPIM-RXN RFFTRANS-RXN
TDPFUCACTRANS-RXN RFFTRANS-RXN
RXN0-6549 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN0-11 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
GST-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN0-21 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
TRANS-RXN-1 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN0-443 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
PYRIMSYN1-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
FORMATETHFLIG-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN0-1382 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN-12864 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN0-3281 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
FORMATEDEHYDROG-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
PRODISULFREDUCT-A-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN0-6256 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
GARTRANSFORMYL2-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
GLUTATHIONE-PEROXIDASE-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
GLYOXI-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN-12274 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
GSPSYN-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN-2961 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
FHLMULTI-RXN S-FORMYLGLUTATHIONE-HYDROLASE-RXN
GLYOXIII-RXN METHGLYSYN-RXN
RXN-8636 METHGLYSYN-RXN
RXN0-5213 METHGLYSYN-RXN
RXN0-4281 METHGLYSYN-RXN
GLYOXI-RXN METHGLYSYN-RXN
RXN0-4841 TRANS-RXN0-417
RXN0-962 TRANS-RXN0-417
RXN0-4841 TRANS-RXN0-418
RXN0-6527 RXN0-6526
RXN0-6528 RXN0-6526
RXN0-6529 RXN0-6526
3.1.27.6-RXN RXN0-6526
RXN0-6523 RXN0-6526
RXN0-6526 RXN0-6527
RXN0-6528 RXN0-6527
RXN0-6529 RXN0-6527
3.1.27.6-RXN RXN0-6527
RXN0-6523 RXN0-6527
RXN0-5437 RXN0-6527
RXN0-5311 RXN0-6527
RXN0-3921 RXN0-3901
RXN0-6526 RXN0-6528
RXN0-6527 RXN0-6528
RXN0-6529 RXN0-6528
3.1.27.6-RXN RXN0-6528
RXN0-6523 RXN0-6528
RXN0-6526 RXN0-6529
RXN0-6527 RXN0-6529
RXN0-6528 RXN0-6529
3.1.27.6-RXN RXN0-6529
RXN0-6523 RXN0-6529
RXN0-6526 RXN0-6522
RXN0-6527 RXN0-6522
RXN0-6528 RXN0-6522
RXN0-6529 RXN0-6522
3.1.27.6-RXN RXN0-6522
RXN0-6523 RXN0-6522
RXN0-6526 RXN0-6523
RXN0-6527 RXN0-6523
RXN0-6528 RXN0-6523
RXN0-6529 RXN0-6523
3.1.27.6-RXN RXN0-6523
3-OXOACYL-ACP-SYNTH-BASE-RXN MALONYL-ACPDECARBOX-RXN
3.1.13.3-RXN RXN0-6525
RXN0-4223 RXN0-6525
RXN0-4961 RXN0-6525
3.1.26.4-RXN RXN0-6525
3.6.1.19-RXN RXN0-6525
3.1.13.5-RXN RXN0-6525
3.1.11.1-RXN RXN0-6525
3.1.11.2-RXN RXN0-6525
TRANS-RXN0-459 MCPTAP-RXN
CHERTAPM-RXN MCPTAP-RXN
RXN0-6526 RXN0-6521
RXN0-6527 RXN0-6521
RXN0-6528 RXN0-6521
RXN0-6529 RXN0-6521
3.1.27.6-RXN RXN0-6521
RXN0-6523 RXN0-6521
RXN0-1721 RXN0-6938
RXN0-6941 RXN0-6938
AGMATIN-RXN ARGDECARBOX-RXN
RXN0-2162 ARGDECARBOX-RXN
RXN0-2721 RXN0-5487
NITRIC-OXIDE-REDUCTASE-RXN RXN0-5487
RXN0-6361 RXN0-5487
R621-RXN RXN0-5487
RXN0-6503 ENVZ-RXN
HISTCYCLOHYD-RXN HISTPRATPHYD-RXN
CHERTSRM-RXN CHEBTSRD-RXN
THIKIN-RXN ABC-32-RXN
ACYL-COA-HYDROLASE-RXN R134-RXN
R601-RXN RXN0-6554
TRANS-RXN0-234 RXN0-6554
OROPRIBTRANS-RXN RXN0-6554
RXN0-6490 RXN0-6554
RXN0-5264 RXN0-6554
RXN0-3501 RXN0-6554
RXN0-5256 RXN0-6554
DIMESULFREDUCT-RXN RXN0-6554
TRANS-RXN-121C RXN0-6554
GLUCOSAMINE-6-P-DEAMIN-RXN MANNPDEHYDROG-RXN
2TRANSKETO-RXN MANNPDEHYDROG-RXN
RXN0-313 MANNPDEHYDROG-RXN
TRANSALDOL-RXN MANNPDEHYDROG-RXN
SORB6PDEHYDROG-RXN MANNPDEHYDROG-RXN
L-GLN-FRUCT-6-P-AMINOTRANS-RXN MANNPDEHYDROG-RXN
PGLUCISOM-RXN MANNPDEHYDROG-RXN
6PFRUCTPHOS-RXN MANNPDEHYDROG-RXN
MANNPISOM-RXN MANNPDEHYDROG-RXN
DIHYDRODIPICSYN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
HOMOSERDEHYDROG-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
GLYC3PDEHYDROG-RXN TAGAALDOL-RXN
1TRANSKETO-RXN TAGAALDOL-RXN
TRANSALDOL-RXN TAGAALDOL-RXN
DXS-RXN TAGAALDOL-RXN
FUCPALDOL-RXN TAGAALDOL-RXN
RXN0-2381 TAGAALDOL-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN TAGAALDOL-RXN
RXN0-5257 TAGAALDOL-RXN
QUINOLINATE-SYNTHA-RXN TAGAALDOL-RXN
DEOXYRIBOSE-P-ALD-RXN TAGAALDOL-RXN
F16ALDOLASE-RXN TAGAALDOL-RXN
DARABALDOL-RXN TAGAALDOL-RXN
TRIOSEPISOMERIZATION-RXN TAGAALDOL-RXN
2TRANSKETO-RXN TAGAALDOL-RXN
RXN0-313 TAGAALDOL-RXN
GLYC3PDEHYDROGBIOSYN-RXN TAGAALDOL-RXN
RHAMNULPALDOL-RXN TAGAALDOL-RXN
METHGLYSYN-RXN TAGAALDOL-RXN
GAPOXNPHOSPHN-RXN TAGAALDOL-RXN
3.1.13.3-RXN 3.1.13.5-RXN
TRNA-CYTIDYLYLTRANSFERASE-RXN 3.1.13.5-RXN
RXN0-4223 3.1.13.5-RXN
RXN0-6274 3.1.13.5-RXN
RXN0-6525 3.1.13.5-RXN
LEUCYLTRANSFERASE-RXN 3.1.13.5-RXN
RXN0-4961 3.1.13.5-RXN
3.1.26.4-RXN 3.1.13.5-RXN
2.1.1.61-RXN 3.1.13.5-RXN
3.6.1.19-RXN 3.1.13.5-RXN
3.1.11.1-RXN 3.1.13.5-RXN
3.1.11.2-RXN 3.1.13.5-RXN
RXN0-5252 RXN0-6555
RXN0-6258 RXN0-6555
RXN0-1483 RXN0-6555
RXN-12541 RXN0-6555
SIROHEME-FERROCHELAT-RXN RXN0-6555
PROTOHEMEFERROCHELAT-RXN RXN0-6555
TRANS-RXN-8 RXN0-6555
RXN0-2421 RXN0-6555
RXN0-6 RXN0-6555
RXN-12540 RXN0-6555
SUCCORNTRANSAM-RXN SUCCARGDIHYDRO-RXN
ACSERLY-RXN RXN0-6945
DCYSDESULF-RXN RXN0-6945
RXN0-6385 RXN0-6945
SULFITE-REDUCTASE-FERREDOXIN-RXN RXN0-6945
TRANS-RXN0-449 RXN0-6944
RXN0-6560 RXN0-6561
RXN0-321 RXN0-6560
BAROMP-RXN RXN0-6560
RXN0-2945 RXN0-6949
R170-RXN RXN0-6949
TRANS-RXN0-280 RXN0-6949
TRANS-RXN0-207 RXN0-6949
RXN0-5384 RXN0-6949
RXN0-6944 RXN0-6941
RXN0-5252 RXN0-6941
RXN0-6258 RXN0-6941
RXN0-1483 RXN0-6941
RXN-12541 RXN0-6941
SIROHEME-FERROCHELAT-RXN RXN0-6941
PROTOHEMEFERROCHELAT-RXN RXN0-6941
TRANS-RXN-8 RXN0-6941
RXN0-2421 RXN0-6941
RXN0-6 RXN0-6941
RXN-12540 RXN0-6941
PRODISULFREDUCT-A-RXN RXN0-6549
RXN0-6256 RXN0-6549
RXN0-11 RXN0-6549
GST-RXN RXN0-6549
RXN0-21 RXN0-6549
GLUTATHIONE-PEROXIDASE-RXN RXN0-6549
GLYOXI-RXN RXN0-6549
RXN-12864 RXN0-6549
GSPSYN-RXN RXN0-6549
RXN-2961 RXN0-6549
RXN0-5223 RXN0-20
RXN0-6675 RXN0-20
3.4.23.36-RXN RXN0-20
PGPPHOSPHA-RXN RXN0-20
CARDIOLIPSYN-RXN RXN0-20
PGLYCEROLTRANSI-RXN RXN0-20
GALACTOKIN-RXN ALDOSE1EPIM-RXN
GALACTODEHYDROG-RXN ALDOSE1EPIM-RXN
RXN0-6730 ALDOSE1EPIM-RXN
R138-RXN ALDOSE1EPIM-RXN
R139-RXN ALDOSE1EPIM-RXN
ABC-18-RXN ALDOSE1EPIM-RXN
TRANS-RXN-21 ALDOSE1EPIM-RXN
RXN0-5199 RXN0-22
GUANOSINEKIN-RXN RXN0-22
RXN0-6678 RXN0-3921
RXN0-3922 RXN0-3921
TRANS-RXN0-206 RXN0-3921
RXN0-6684 RXN0-3921
GMP-SYN-NH3-RXN XANPRIBOSYLTRAN-RXN
GMP-SYN-GLUT-RXN XANPRIBOSYLTRAN-RXN
RXN0-3942 RXN0-3922
PRODISULFREDUCT-A-RXN RXN0-21
RXN0-6549 RXN0-21
RXN0-6256 RXN0-21
RXN0-11 RXN0-21
GST-RXN RXN0-21
GLUTATHIONE-PEROXIDASE-RXN RXN0-21
GLYOXI-RXN RXN0-21
RXN-12864 RXN0-21
GSPSYN-RXN RXN0-21
RXN-2961 RXN0-21
RXN0-6359 2.8.1.6-RXN
RNTRACTIV-RXN 2.8.1.6-RXN
PYRIMSYN1-RXN 2.8.1.6-RXN
RXN0-6550 2.8.1.6-RXN
RXN0-6277 2.8.1.6-RXN
TRANS-RXN0-240 2.8.1.6-RXN
RXN0-5063 2.8.1.6-RXN
NRDACTMULTI-RXN 2.8.1.6-RXN
BIOTINLIG-RXN 2.8.1.6-RXN
SEDOBISALDOL-RXN RXN0-6541
RXN0-6546 RXN0-6542
RXN0-6547 RXN0-6542
RXN0-6542 RXN0-6546
CHEYDEPHOS-RXN RXN0-6546
CHEBDEP-RXN RXN0-6547
RXN0-6542 RXN0-6547
NANE-RXN TRANS-RXN0-446
DEOXYADENPHOSPHOR-RXN TRANS-RXN0-447
ADENINE-DEAMINASE-RXN TRANS-RXN0-447
ADENPHOSPHOR-RXN TRANS-RXN0-447
RXN0-4481 TRANS-RXN0-444
ALLANTOINASE-RXN TRANS-RXN0-444
TRANS-RXN-155B TRANS-RXN0-445
RXN0-5513 TRANS-RXN0-443
ACECOATRANS-RXN TRANS-RXN0-443
RXN0-1802 TRANS-RXN0-443
RXN0-6725 TRANS-RXN0-443
RXN0-3 THIFIS-RXN
RXN0-279 THIFIS-RXN
SELENOCYSTEINE-LYASE-RXN THIFIS-RXN
TRNA-S-TRANSFERASE-RXN THIFIS-RXN
RXN0-5230 THIFIS-RXN
GLUTCYSLIG-RXN THIFIS-RXN
RXN0-308 THIFIS-RXN
RXN0-5202 THIFIS-RXN
RXN-11362 THIFIS-RXN
LCYSDESULF-RXN THIFIS-RXN
CYSTEINE--TRNA-LIGASE-RXN THIFIS-RXN
ALANINE--TRNA-LIGASE-RXN THIFIS-RXN
RXN0-1924 THIFIS-RXN
RXN-11484 THIFIS-RXN
P-PANTOCYSLIG-RXN THIFIS-RXN
ACSERLY-RXN THIFIS-RXN
ALARACECAT-RXN THIFIS-RXN
O-SUCCHOMOSERLYASE-RXN THIFIS-RXN
CYSTEINE-AMINOTRANSFERASE-RXN THIFIS-RXN
RXN-9787 THIFIS-RXN
VALINE-PYRUVATE-AMINOTRANSFER-RXN THIFIS-RXN
TRANS-RXN-125 THIFIS-RXN
RXN-12588 THIFIS-RXN
7KAPSYN-RXN THIFIS-RXN
THIFAMP-RXN THIFIS-RXN
TRANS-RXN0-469 THIFIS-RXN
UDP-NACMUR-ALA-LIG-RXN THIFIS-RXN
TRANS-RXN0-447 RXN0-6550
DEOXYADENPHOSPHOR-RXN RXN0-6550
ADENINE-DEAMINASE-RXN RXN0-6550
ADENPHOSPHOR-RXN RXN0-6550
TRANS-RXN0-288 3.4.15.5-RXN
3.4.24.70-RXN 3.4.15.5-RXN
3.4.21.83-RXN 3.4.15.5-RXN
3.4.11.4-RXN 3.4.15.5-RXN
3.4.13.18-RXN 3.4.15.5-RXN
ABC-8-RXN 3.4.15.5-RXN
RXN-12274 RXN-12275
HYDROG-RXN RXN-12275
RXN0-5256 RXN-12275
RXN0-443 RXN-12274
TRANS-RXN-1 RXN-12274
PYRIMSYN1-RXN RXN-12274
GARTRANSFORMYL2-RXN RXN-12274
FORMATETHFLIG-RXN RXN-12274
RXN-12275 RXN-12274
RXN0-1382 RXN-12274
RXN0-3281 RXN-12274
FORMATEDEHYDROG-RXN RXN-12274
FHLMULTI-RXN RXN-12274
RXN0-5513 RXN0-6952
ACECOATRANS-RXN RXN0-6952
TRANS-RXN0-443 RXN0-6952
RXN0-1802 RXN0-6952
ACYLGPEACYLTRANS-RXN RXN0-6952
RXN0-6725 RXN0-6952
RXN-12073 RXN-10040
RXN0-382 TRANS-RXN0-448
TRNA-CYTIDYLYLTRANSFERASE-RXN CTPSYN-RXN
RXN0-6254 CTPSYN-RXN
CPM-KDOSYNTH-RXN CTPSYN-RXN
2.7.7.60-RXN CTPSYN-RXN
CDPDIGLYSYN-RXN CTPSYN-RXN
RXN0-383 CTPSYN-RXN
RXN0-5515 CTPSYN-RXN
P-PANTOCYSLIG-RXN CTPSYN-RXN
RXN0-723 CTPSYN-RXN
RXN0-6944 TRANS-RXN0-449
RXN-8675 UROPORIIIMETHYLTRANSA-RXN
UROGENDECARBOX-RXN UROPORIIIMETHYLTRANSA-RXN
UROGENIIISYN-RXN UROPORIIIMETHYLTRANSA-RXN
ACSERLY-RXN ACETYLORNDEACET-RXN
ORNDECARBOX-RXN ACETYLORNDEACET-RXN
ACECOATRANS-RXN ACETYLORNDEACET-RXN
CITC-RXN ACETYLORNDEACET-RXN
ACETOACETYL-COA-TRANSFER-RXN ACETYLORNDEACET-RXN
ABC-37-RXN ACETYLORNDEACET-RXN
ACETATEKIN-RXN ACETYLORNDEACET-RXN
RXN0-1981 ACETYLORNDEACET-RXN
TRANS-RXN0-211 ACETYLORNDEACET-RXN
ORNCARBAMTRANSFER-RXN ACETYLORNDEACET-RXN
RXN0-5414 ACETYLORNDEACET-RXN
CPXR-RXN CPXA-RXN
ARCBTRANS-RXN ARCB-RXN
ARCA-RXN ARCB-RXN
TRANS-RXN0-488 RXN0-1702
RXN0-2241 RXN0-1701
GMP-SYN-NH3-RXN IMP-DEHYDROG-RXN
GMP-SYN-GLUT-RXN IMP-DEHYDROG-RXN
MEN-FE-RXN MENCYT-RXN
CYT-ACC-RXN MENCYT-RXN
CYTC-RED-RXN MENCYT-RXN
CYTD-RED-RXN MENCYT-RXN
TETHYDPICSUCC-RXN SUCCINYLDIAMINOPIMTRANS-RXN
SUCCDIAMINOPIMDESUCC-RXN SUCCINYLDIAMINOPIMTRANS-RXN
RXN0-5040 TRANS-RXN0-452
TRANS-RXN0-453 TRANS-RXN0-454
TRANS-RXN0-454 TRANS-RXN0-453
BTUR2-RXN TRANS-RXN0-455
TRANS-RXN0-283 TRANS-RXN0-455
RXN-10040 TRANS-RXN0-457
PHOSGLYPHOS-RXN 3PGAREARR-RXN
PGLYCDEHYDROG-RXN 3PGAREARR-RXN
ACETYLORNTRANSAM-RXN N-ACETYLGLUTPREDUCT-RXN
GLUTAMIDOTRANS-RXN ABC-12-RXN
FGAMSYN-RXN ABC-12-RXN
CARBPSYN-RXN ABC-12-RXN
L-GLN-FRUCT-6-P-AMINOTRANS-RXN ABC-12-RXN
PABASYN-RXN ABC-12-RXN
GLUTAMINE--TRNA-LIGASE-RXN ABC-12-RXN
PRPPAMIDOTRANS-RXN ABC-12-RXN
ANTHRANSYN-RXN ABC-12-RXN
ASNSYNB-RXN ABC-12-RXN
GMP-SYN-GLUT-RXN ABC-12-RXN
CTPSYN-RXN ABC-12-RXN
RNTRACTIV-RXN RXN-11586
PYRIMSYN1-RXN RXN-11586
RXN0-6550 RXN-11586
RXN0-5063 RXN-11586
NRDACTMULTI-RXN RXN-11586
GLUC1PURIDYLTRANS-RXN GLYCOPHOSPHORYL-RXN
RXN0-5184 GLYCOPHOSPHORYL-RXN
GALACTURIDYLYLTRANS-RXN GLYCOPHOSPHORYL-RXN
RXN0-5146 GLYCOPHOSPHORYL-RXN
RXN0-5182 GLYCOPHOSPHORYL-RXN
DTDPGLUCOSEPP-RXN GLYCOPHOSPHORYL-RXN
GLYCOGEN-BRANCH-RXN GLYCOPHOSPHORYL-RXN
GLUCOSE-1-PHOSPHAT-RXN GLYCOPHOSPHORYL-RXN
RXN-10639 GLYCOPHOSPHORYL-RXN
GLUC1PADENYLTRANS-RXN GLYCOPHOSPHORYL-RXN
PHOSPHOGLUCMUT-RXN GLYCOPHOSPHORYL-RXN
ALDOSE-1-EPIMERASE-RXN GDP-GLUCOSIDASE-RXN
RXN-12402 GDP-GLUCOSIDASE-RXN
GUANOSINE-DIPHOSPHATASE-RXN GDP-GLUCOSIDASE-RXN
GUANYL-KIN-RXN GDP-GLUCOSIDASE-RXN
GLUCDEHYDROG-RXN GDP-GLUCOSIDASE-RXN
GDPREDUCT-RXN GDP-GLUCOSIDASE-RXN
3.2.1.21-RXN GDP-GLUCOSIDASE-RXN
GLUCOKIN-RXN GDP-GLUCOSIDASE-RXN
MALTODEG-RXN GDP-GLUCOSIDASE-RXN
GDPPYPHOSKIN-RXN GDP-GLUCOSIDASE-RXN
RXN0-6372 GDP-GLUCOSIDASE-RXN
RXN0-6373 GDP-GLUCOSIDASE-RXN
AMYLOMALT-RXN GDP-GLUCOSIDASE-RXN
RXN0-748 GDP-GLUCOSIDASE-RXN
GDPKIN-RXN GDP-GLUCOSIDASE-RXN
TRANS-RXN-157 GDP-GLUCOSIDASE-RXN
RXN0-6418 GDP-GLUCOSIDASE-RXN
RXN0-4961 3.1.21.7-RXN
DNA-DIRECTED-DNA-POLYMERASE-RXN 3.1.21.7-RXN
3.1.21.3-RXN 3.1.21.7-RXN
3.1.11.1-RXN 3.1.21.7-RXN
3.1.11.2-RXN 3.1.21.7-RXN
TRANS-RXN-57 RXN0-3942
GABATRANSAM-RXN RXN0-3942
TRANS-RXN-261 RXN0-3942
3-NUCLEOTID-RXN 5-NUCLEOTID-RXN
GLUCOSAMINE-6-P-DEAMIN-RXN MANNPISOM-RXN
PHOSMANMUT-RXN MANNPISOM-RXN
2TRANSKETO-RXN MANNPISOM-RXN
RXN0-313 MANNPISOM-RXN
TRANSALDOL-RXN MANNPISOM-RXN
SORB6PDEHYDROG-RXN MANNPISOM-RXN
L-GLN-FRUCT-6-P-AMINOTRANS-RXN MANNPISOM-RXN
MANNPDEHYDROG-RXN MANNPISOM-RXN
PGLUCISOM-RXN MANNPISOM-RXN
6PFRUCTPHOS-RXN MANNPISOM-RXN
MANNKIN-RXN MANNPISOM-RXN
BAES-RXN BAER-RXN
F16ALDOLASE-RXN R137-RXN
F16BDEPHOS-RXN R137-RXN
R136-RXN R137-RXN
PRODISULFREDUCT-A-RXN GLUTATHIONE-REDUCT-NADPH-RXN
RXN0-6549 GLUTATHIONE-REDUCT-NADPH-RXN
RXN0-6256 GLUTATHIONE-REDUCT-NADPH-RXN
RXN0-11 GLUTATHIONE-REDUCT-NADPH-RXN
GST-RXN GLUTATHIONE-REDUCT-NADPH-RXN
RXN0-21 GLUTATHIONE-REDUCT-NADPH-RXN
GLUTATHIONE-PEROXIDASE-RXN GLUTATHIONE-REDUCT-NADPH-RXN
GLYOXI-RXN GLUTATHIONE-REDUCT-NADPH-RXN
RXN-12864 GLUTATHIONE-REDUCT-NADPH-RXN
GSPSYN-RXN GLUTATHIONE-REDUCT-NADPH-RXN
RXN-2961 GLUTATHIONE-REDUCT-NADPH-RXN
THIAZOLSYN3-RXN TRANS-RXN0-464
DMBPPRIBOSYLTRANS-RXN TRANS-RXN0-463
OHMETPYRKIN-RXN TRANS-RXN0-462
RXN0-279 TRANS-RXN0-469
ALARACECAT-RXN TRANS-RXN0-469
SELENOCYSTEINE-LYASE-RXN TRANS-RXN0-469
RXN0-5230 TRANS-RXN0-469
VALINE-PYRUVATE-AMINOTRANSFER-RXN TRANS-RXN0-469
TRANS-RXN-125 TRANS-RXN0-469
RXN-12588 TRANS-RXN0-469
RXN0-5202 TRANS-RXN0-469
RXN-11362 TRANS-RXN0-469
THIFIS-RXN TRANS-RXN0-469
7KAPSYN-RXN TRANS-RXN0-469
ALANINE--TRNA-LIGASE-RXN TRANS-RXN0-469
RXN-11484 TRANS-RXN0-469
UDP-NACMUR-ALA-LIG-RXN TRANS-RXN0-469
TRANS-RXN-108 TRANS-RXN0-468
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN L-LACTDEHYDROGFMN-RXN
THTOREDUCT-RXN L-LACTDEHYDROGFMN-RXN
RXN0-1 L-LACTDEHYDROGFMN-RXN
RXN-11319 L-LACTDEHYDROGFMN-RXN
